class,precision,recall,f1-score,support,Category,patch_size,data_type
Nut Pine,0.8988505747126436,0.9267986614612381,0.9126106954074277,7172.0,Overall,11,validation
Larch,0.9692788336370737,0.9505936422826503,0.9598453109893652,7833.0,Overall,11,validation
Mongolian Oak,0.766759388038943,0.8784257488846399,0.8188029110351996,6276.0,Overall,11,validation
Oriental Oak,0.8211117146478363,0.7463791968400263,0.7819639624105527,6076.0,Overall,11,validation
accuracy,0.875693373379874,0.875693373379874,0.875693373379874,0.875693373379874,Overall,11,validation
macro avg,0.8778821560611957,0.8748787504885592,0.8752065033274771,36957.0,Overall,11,validation
weighted avg,0.877643069550266,0.875693373379874,0.8754854252737464,36957.0,Overall,11,validation
Conifer,0.9813088697017268,0.9646973715939233,0.9729322211143266,20735.0,Conifer vs Broadleaf,11,validation
Broadleaf,0.9422211697845134,0.9690696541646371,0.955456837555529,12318.0,Conifer vs Broadleaf,11,validation
accuracy,0.9663268084591414,0.9663268084591414,0.9663268084591414,0.9663268084591414,Conifer vs Broadleaf,11,validation
macro avg,0.9617650197431201,0.9668835128792802,0.9641945293349279,33053.0,Conifer vs Broadleaf,11,validation
weighted avg,0.9667418927985643,0.9663268084591414,0.9664195967027067,33053.0,Conifer vs Broadleaf,11,validation
Pine,0.910929599377674,0.8774822030723117,0.8938931297709923,5338.0,Conifer,11,validation
Nut Pine,0.9098001642485628,0.9468660968660969,0.9279631439341057,7020.0,Conifer,11,validation
Larch,0.985572468563865,0.9739699149771093,0.9797368421052631,7645.0,Conifer,11,validation
accuracy,0.9387091936209568,0.9387091936209568,0.9387091936209568,0.9387091936209568,Conifer,11,validation
macro avg,0.9354340773967006,0.9327727383051726,0.9338643719367871,20003.0,Conifer,11,validation
weighted avg,0.9390611846559858,0.9387091936209568,0.9386587489391449,20003.0,Conifer,11,validation
Mongolian Oak,0.810377774511245,0.9019960732984293,0.8537359659310879,6112.0,Broadleaf,11,validation
Oriental Oak,0.8833268406700429,0.7785407725321889,0.8276302582352405,5825.0,Broadleaf,11,validation
accuracy,0.8417525341375555,0.8417525341375555,0.8417525341375555,0.8417525341375555,Broadleaf,11,validation
macro avg,0.846852307590644,0.8402684229153091,0.8406831120831642,11937.0,Broadleaf,11,validation
weighted avg,0.8459753543365778,0.8417525341375555,0.8409969404365489,11937.0,Broadleaf,11,validation
