class,precision,recall,f1-score,support,Category,patch_size,data_type
weighted avg,0.7419416387683957,0.7307294687208452,0.7169665770302646,39659.0,Broadleaf,11,train_data
Non-Forest,0.947334822853495,0.94976,0.9485458612975392,3125.0,Overall,11,validation
Pine,0.6673728813559322,0.7067534215840251,0.6864988558352403,4457.0,Overall,11,validation
Nut Pine,0.7038363171355498,0.6686103012633625,0.6857712434587591,4116.0,Overall,11,validation
Larch,0.94473293768546,0.8865297598329273,0.9147064104866224,5746.0,Overall,11,validation
Mongolian Oak,0.6035917652212002,0.8813559322033898,0.7164955154036137,6254.0,Overall,11,validation
Oriental Oak,0.7582911748173131,0.43891329103627785,0.5560020607934054,6147.0,Overall,11,validation
accuracy,0.742972022114257,0.742972022114257,0.742972022114257,0.742972022114257,Overall,11,validation
macro avg,0.7708599831781585,0.7553204509866638,0.7513366578791967,29845.0,Overall,11,validation
weighted avg,0.7604760176306432,0.742972022114257,0.7371813138139093,29845.0,Overall,11,validation
Conifer,0.9604466858789625,0.9411889296808811,0.9507202966766509,14164.0,Conifer vs Broadleaf,11,validation
Broadleaf,0.9342800788954635,0.9556936486159309,0.9448655549349717,12391.0,Conifer vs Broadleaf,11,validation
accuracy,0.9479570702315948,0.9479570702315948,0.9479570702315948,0.9479570702315948,Conifer vs Broadleaf,11,validation
macro avg,0.947363382387213,0.948441289148406,0.9477929258058113,26555.0,Conifer vs Broadleaf,11,validation
weighted avg,0.9482369164520171,0.9479570702315948,0.9479883778319457,26555.0,Conifer vs Broadleaf,11,validation
Pine,0.7175398633257403,0.7754800590841949,0.7453857075248462,4062.0,Conifer,11,validation
Nut Pine,0.7360256753142551,0.6975918884664132,0.7162935970848516,3945.0,Conifer,11,validation
Larch,0.9792387543252595,0.9567993989481592,0.9678890366711002,5324.0,Conifer,11,validation
accuracy,0.8248443477608581,0.8248443477608581,0.8248443477608581,0.8248443477608581,Conifer,11,validation
macro avg,0.8109347643217517,0.8099571154995892,0.809856113760266,13331.0,Conifer,11,validation
weighted avg,0.8275249675171836,0.8248443477608581,0.8256377027756809,13331.0,Conifer,11,validation
Mongolian Oak,0.6452821353313042,0.9015374550212627,0.7521834061135371,6114.0,Broadleaf,11,validation
Oriental Oak,0.8175757575757576,0.4710195530726257,0.5976960567124502,5728.0,Broadleaf,11,validation
accuracy,0.693295051511569,0.693295051511569,0.693295051511569,0.693295051511569,Broadleaf,11,validation
macro avg,0.7314289464535308,0.6862785040469442,0.6749397314129937,11842.0,Broadleaf,11,validation
weighted avg,0.7286209183254124,0.693295051511569,0.6774575542836582,11842.0,Broadleaf,11,validation
