class,precision,recall,f1-score,support,Category,patch_size,data_type
Non-Forest,0.9259259259259259,0.9798657718120806,0.9521325159775662,3725.0,Overall,11,validation
Pine,0.8702370500438982,0.8435744680851064,0.8566983578219534,5875.0,Overall,11,validation
Nut Pine,0.9633207794334371,0.8202732849972114,0.8860606973416674,7172.0,Overall,11,validation
Larch,0.8841001747233547,0.9689774032937571,0.9245949567547813,7833.0,Overall,11,validation
Mongolian Oak,0.785122766235653,0.8610579987253028,0.8213390075233681,6276.0,Overall,11,validation
Oriental Oak,0.7818973020017407,0.739302172481896,0.7600033838084765,6076.0,Overall,11,validation
accuracy,0.8651946857158319,0.8651946857158319,0.8651946857158319,0.8651946857158319,Overall,11,validation
macro avg,0.868433999727335,0.8688418498992257,0.8668048198713021,36957.0,Overall,11,validation
weighted avg,0.8678747877166479,0.8651946857158319,0.8645041605934467,36957.0,Overall,11,validation
Conifer,0.9733130191182975,0.9610792972920509,0.9671574732009864,20606.0,Conifer vs Broadleaf,11,validation
Broadleaf,0.9363138251409513,0.9559753526836388,0.946042443936294,12334.0,Conifer vs Broadleaf,11,validation
accuracy,0.9591681845780207,0.9591681845780207,0.9591681845780207,0.9591681845780207,Conifer vs Broadleaf,11,validation
macro avg,0.9548134221296244,0.9585273249878448,0.9565999585686402,32940.0,Conifer vs Broadleaf,11,validation
weighted avg,0.9594591011305444,0.9591681845780207,0.9592511960015112,32940.0,Conifer vs Broadleaf,11,validation
Pine,0.8907260963335729,0.9400606980273141,0.9147286821705425,5272.0,Conifer,11,validation
Nut Pine,0.9714332892998679,0.856456543892852,0.9103288201160542,6869.0,Conifer,11,validation
Larch,0.9274193548387096,0.9904737048153465,0.9579100145137881,7663.0,Conifer,11,validation
accuracy,0.9305695819026459,0.9305695819026459,0.9305695819026459,0.9305695819026459,Conifer,11,validation
macro avg,0.9298595801573835,0.9289969822451708,0.9276558389334616,19804.0,Conifer,11,validation
weighted avg,0.932917479307232,0.9305695819026459,0.9299112663603027,19804.0,Conifer,11,validation
Mongolian Oak,0.8231530845392232,0.8804170739654611,0.850822640321184,6138.0,Broadleaf,11,validation
Oriental Oak,0.8595484117872177,0.7946223244295064,0.8258111958819744,5653.0,Broadleaf,11,validation
accuracy,0.8392841998134171,0.8392841998134171,0.8392841998134171,0.8392841998134171,Broadleaf,11,validation
macro avg,0.8413507481632205,0.8375196991974838,0.8383169181015793,11791.0,Broadleaf,11,validation
weighted avg,0.840602222435323,0.8392841998134171,0.8388313168189491,11791.0,Broadleaf,11,validation
